report_date,season,location,reporting_city,district,basis_of_sale,group,commodity,variety,package,grade,item_size,item_size_comment,environment,unit_sales,quality,condition,appearance,storage,properties,organic,import_export,low_price,high_price,mostly_low_price,mostly_high_price,comment,market_tone_comments,supply_tone_comments,demand_tone_comments,commodity_comments
05/29/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),45.05,52.75,45.75,48.75,occasional lower,"30s higher, 24s slightly higher.",VERY LIGHT,EXCEEDS SUPPLY,"Extra services included. Wide range in price, quality and condition."
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),18,24.95,19.85,22,,Slightly Lower,,MODERATE,
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),,,,,supplies in too few hands to establish a market,Slightly Lower,,MODERATE,
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),26.65,42.75,28.45,30.5,occasional higher,Much Higher,30s very light.,FAIRLY GOOD,"Extra services included. Wide range in price, quality and condition. Harvest curtailed due to wet fields."
05/28/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),23,25,23,24,occasional higher,Steady,,MODERATE,Extra services included.
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),23.55,31.85,30,,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),25,32.85,26.85,30.85,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),38.05,49.5,41.75,44.95,occasional lower,Much Higher,30s very light.,FAIRLY GOOD,"Extra services included. Wide range in price, quality and condition. Harvest curtailed due to wet fields."
05/28/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),39.05,50.5,42.75,45.95,occasional lower,Much Higher,30s very light.,FAIRLY GOOD,"Extra services included. Wide range in price, quality and condition. Harvest curtailed due to wet fields."
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),16.45,24.95,20.4,24.95,occasional higher,Lower,,MODERATE,
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),,,,,supplies in too few hands to establish a market,Lower,,MODERATE,
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),24.55,32.85,26.85,30.85,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),18.55,30.75,20.55,23.75,occasional higher,Higher,30s very light.,FAIRLY GOOD,Extra services included. Wide range in quality and condition.
05/27/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),23,25,23,24,occasional higher,Steady,,MODERATE,Extra services included.
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),29.95,40.45,30.95,33.75,occasional higher,Higher,30s very light.,FAIRLY GOOD,Extra services included. Wide range in quality and condition.
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),23.55,31.85,30,,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/27/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),28.95,39.45,29.95,32.75,occasional higher,Higher,30s very light.,FAIRLY GOOD,Extra services included. Wide range in quality and condition.
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,28,22,26,occasional higher,About Steady,,MODERATE,
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,38,30,35,occasional higher,About Steady,,MODERATE,
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),20.95,32.75,25.5,28.75,few 33.50-35.75,Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),14.5,24.75,18.55,20.75,"few 29.50, occasional higher",Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/26/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),23,25,23,24,occasional higher,Steady,,MODERATE,Extra services included.
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),19.95,31.75,24.5,27.75,few 32.50-34.75,Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),17,23.55,18,22.95,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/26/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),17,28.85,20,26.85,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,38,30,35,occasional higher,About Steady,,MODERATE,
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,28,22,26,occasional higher,About Steady,,MODERATE,
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),17.75,31.5,19.65,22.75,occasional higher,Slightly Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/22/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),23,25,23,24,occasional higher,Steady,,MODERATE,Extra services included.
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),12.75,20.75,14.75,18.55,"few 28.45, few 10.75-11.75, occasional higher",Slightly Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),16,26.95,16,21,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),16.75,30.5,18.65,21.75,occasional higher,Slightly Higher,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/22/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),15,20.85,15,18,(wide range in prices) occasional higher and lower,About Steady,,MODERATE,Extra services included. Quality generally good.
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,38,30,35,occasional higher,Slightly Lower,,MODERATE,
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,28,22,26,occasional higher,Slightly Lower,,MODERATE,
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),15.5,30.75,19.45,22.75,occasional higher,Slightly Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),12.75,23.45,14.45,17.55,occasional higher,Slightly Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),14,20,15,18,(wide range in prices) occasional higher and lower,Lower,,MODERATE,Extra services included. Quality generally good.
05/21/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),24,27,24,25,occasional higher,About Steady,,MODERATE,Extra services included.
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),16,26.95,16,21,(wide range in prices) occasional higher and lower,Lower,,MODERATE,Extra services included. Quality generally good.
05/21/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),14.5,29.75,18.45,21.75,occasional higher,Slightly Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,40,34,37,occasional higher,About Steady,,MODERATE,
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,29,24,28,occasional higher,About Steady,,MODERATE,
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),21.55,26.95,23.95,25.95,occasional lower and higher,About Steady,,MODERATE,Extra services included. Quality generally good.
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),20.95,25.95,22.95,24.95,occasional lower and higher,About Steady,,MODERATE,Extra services included. Quality generally good.
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),15.75,29.75,19.75,22.75,"few 30.45-30.75, occasional higher",Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/20/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),24,27,24,25,occasional higher,Slightly Lower,,MODERATE,Extra services included.
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),12.75,23.75,15.75,18.75,"few 24.45, occasional higher",Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/20/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),16.75,30.75,20.75,23.75,"few 31.45-31.75, occasional higher",Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,40,34,37,occasional higher,About Steady,,MODERATE,
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,29,24,28,occasional higher,About Steady,,MODERATE,
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),20.95,25.95,22.95,24.95,occasional lower and higher,About Steady,,MODERATE,Extra services included. Quality generally good.
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),21.95,26.95,23.95,25.95,occasional lower and higher,About Steady,,MODERATE,Extra services included. Quality generally good.
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),20,39.75,23,26.75,occasional higher,"24s much lower, 30s slightly lower.",30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),19,38.75,22,25.75,occasional higher,"24s much lower, 30s slightly lower.",30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/19/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),17.5,30.75,17.5,20.75,occasional higher,"24s much lower, 30s slightly lower.",30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/19/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),26,29,26,27,occasional higher,About Steady,,MODERATE,Extra services included.
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),24,40,34,37,occasional higher,About Steady,,MODERATE,
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SOUTH AND CENTRAL DISTRICT CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,12s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,Y,D (domestic),20,29,24,28,occasional higher,About Steady,,MODERATE,
05/18/2026,2025,"Phoenix, Arizona","Mcallen, Texas",MEXICO CROSSINGS THROUGH TEXAS,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,I (import),26,29,26,27,occasional higher,Slightly Lower,,MODERATE,Extra services included.
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,24s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),21.95,26.95,23.95,25.95,occasional higher and lower,About Steady,,LIGHT,Extra services included. Quality generally good.
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SANTA MARIA CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),20.95,25.95,22.95,24.95,occasional lower and higher,About Steady,,LIGHT,Extra services included. Quality generally good.
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,film lined 24s,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),28,42.75,32,35.75,occasional higher,Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
05/18/2026,2026,"Phoenix, Arizona","Phoenix, Arizona",SALINAS-WATSONVILLE CALIFORNIA,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",Vegetables,"Lettuce, Iceberg",N/A,cartons,N/A,30s film wrapped,,N/A,N/A,N/A,N/A,N/A,N/A,,N,D (domestic),18,30.45,18.55,21.75,occasional higher,Lower,30s very light.,MODERATE,Extra services included. Wide range in quality and condition.
